dia anom34 anom4 anom3 anom12
17-OCT-1991 0.67097 1.10907 0.06096 -0.36323
18-OCT-1991 0.77787 1.25488 0.04371 -0.35541
19-OCT-1991 0.71973 1.05382 0.06388 -0.35790
20-OCT-1991 0.62042 0.77180 0.14502 -0.18171
21-OCT-1991 0.55791 0.69000 0.20640 -0.17848
22-OCT-1991 0.64542 0.82196 0.30522 0.35454
23-OCT-1991 0.75923 1.05932 0.38849 0.59642
24-OCT-1991 0.73424 0.94014 0.46799 0.59971
25-OCT-1991 0.62115 0.71270 0.45217 0.64735
26-OCT-1991 0.56443 0.65356 0.46273 0.69107
27-OCT-1991 0.57649 0.70484 0.51569 0.70087
28-OCT-1991 0.60485 0.75784 0.53795 0.83087
29-OCT-1991 0.67689 0.83869 0.62499 0.95621
30-OCT-1991 0.80128 0.88141 0.73192 0.99611
31-OCT-1991 0.98580 0.91793 0.84277 0.97641
01-NOV-1991 1.04015 1.04865 0.92847 0.95656
02-NOV-1991 1.04218 0.98823 0.99259 0.89915
03-NOV-1991 0.98843 0.89755 0.96102 0.83617
04-NOV-1991 0.97674 0.94426 0.87089 0.79140
05-NOV-1991 0.94467 0.97772 0.82783 0.73634
06-NOV-1991 1.00862 1.26616 0.84146 0.71067
07-NOV-1991 1.08638 1.28370 0.86014 0.47328
08-NOV-1991 1.00520 1.13980 0.78512 0.28641
09-NOV-1991 1.00841 1.11443 0.77502 0.30818
10-NOV-1991 1.07849 1.16661 0.82650 0.27072
11-NOV-1991 1.19578 1.31433 0.92852 0.13881
12-NOV-1991 1.20044 1.40263 0.99459 0.09876
13-NOV-1991 1.17324 1.14861 1.04073 0.05048
14-NOV-1991 1.14014 0.92533 1.03465 0.16764
15-NOV-1991 1.18187 0.88913 1.04981 0.24693
16-NOV-1991 1.15516 0.94033 0.98489 0.31819
17-NOV-1991 1.18191 1.03398 0.93771 0.41789
18-NOV-1991 1.07478 1.10427 0.85984 0.46163
19-NOV-1991 1.04165 1.09762 0.83416 0.22675
20-NOV-1991 1.02760 1.05493 0.86481 0.24405
21-NOV-1991 0.97583 0.99441 0.88795 0.23270
22-NOV-1991 0.92141 0.83981 0.84834 0.24924
23-NOV-1991 0.96341 0.82129 0.78105 0.23054
24-NOV-1991 1.10515 1.00229 0.79291 0.14533
25-NOV-1991 1.22227 1.18073 0.78717 0.03564
26-NOV-1991 1.36273 1.51088 0.83276 0.08757
27-NOV-1991 1.41180 1.67188 0.89848 0.11224
28-NOV-1991 1.47569 1.75252 0.94816 0.19287
29-NOV-1991 1.51164 1.84575 1.03139 0.34639
30-NOV-1991 1.54072 1.95589 1.05523 0.30775
01-DEC-1991 1.46540 1.93664 1.03422 0.25163
02-DEC-1991 1.42314 1.97328 1.05404 0.49933
03-DEC-1991 1.40749 1.98885 0.99317 0.57129
04-DEC-1991 1.45327 2.07573 0.93444 0.56904
05-DEC-1991 1.48106 2.22371 0.91092 0.53910
06-DEC-1991 1.47201 2.14397 0.87496 0.42681
07-DEC-1991 1.41212 2.17369 0.82426 0.41054
08-DEC-1991 1.48823 2.28291 0.81716 0.49381
09-DEC-1991 1.62945 2.34632 0.92371 0.52742
10-DEC-1991 1.73916 2.26411 1.07534 0.59666
11-DEC-1991 1.73961 2.23551 1.20349 0.60816
12-DEC-1991 1.72087 2.16204 1.27497 0.49415
13-DEC-1991 1.61881 2.01429 1.28128 0.43579
14-DEC-1991 1.65354 2.19456 1.26281 0.60321
15-DEC-1991 1.75045 2.37805 1.28525 0.71625
16-DEC-1991 1.67774 2.39407 1.13564 0.63839
17-DEC-1991 1.61843 2.37973 1.09161 0.38860
18-DEC-1991 1.58032 2.32819 1.10880 0.31596
19-DEC-1991 1.72955 2.25044 1.18442 0.22747
20-DEC-1991 1.81495 2.24018 1.19735 0.26012
21-DEC-1991 1.84977 2.24488 1.24327 0.36621
22-DEC-1991 1.83799 2.33995 1.21950 0.39944
23-DEC-1991 1.79788 2.33838 1.23433 0.28763
24-DEC-1991 1.80760 2.36880 1.25844 0.07184
25-DEC-1991 1.76631 2.44486 1.19705 -0.14742
26-DEC-1991 1.66755 2.28104 1.09892 -0.19714
27-DEC-1991 1.57575 2.20747 0.99801 -0.19917
28-DEC-1991 1.57114 2.20615 0.96779 -0.06195
29-DEC-1991 1.68771 2.35332 1.01225 0.11086
30-DEC-1991 1.66806 2.37494 1.01518 0.10861
31-DEC-1991 1.70314 2.41054 1.03802 0.12020
01-JAN-1992 1.73850 2.38365 1.12415 0.10801
02-JAN-1992 1.83286 2.50165 1.21656 0.05335
03-JAN-1992 1.91091 2.58739 1.20564 -0.15373
04-JAN-1992 1.87735 2.34642 1.18925 -0.28116
05-JAN-1992 1.84576 2.28241 1.21803 -0.25532
06-JAN-1992 1.83716 2.29039 1.26744 0.10943
07-JAN-1992 1.77309 2.24297 1.18538 0.36410
08-JAN-1992 1.73092 2.14379 1.08894 0.39618
09-JAN-1992 1.69732 2.03637 1.06166 0.23977
10-JAN-1992 1.74060 2.08851 1.14740 0.06896
11-JAN-1992 1.72358 2.20241 1.22693 0.05807
12-JAN-1992 1.71087 2.08065 1.25075 0.06987
13-JAN-1992 1.69791 1.97649 1.29415 0.00398
14-JAN-1992 1.63762 1.93569 1.22110 -0.01209
15-JAN-1992 1.64286 2.01187 1.19510 0.00759
16-JAN-1992 1.76941 2.07437 1.22231 0.12071
17-JAN-1992 1.78483 2.02616 1.19908 0.10313
18-JAN-1992 1.74727 1.97282 1.19330 -0.03789
19-JAN-1992 1.74832 1.95816 1.16939 -0.22544
20-JAN-1992 1.75566 2.10437 1.09936 -0.27362
21-JAN-1992 1.62770 2.05785 1.07742 0.02140
22-JAN-1992 1.59393 2.03418 1.09520 0.15853
23-JAN-1992 1.59376 2.01606 1.13087 0.25280
24-JAN-1992 1.58987 1.99905 1.17856 0.28984
25-JAN-1992 1.55908 1.95911 1.14089 0.27772
26-JAN-1992 1.54403 1.93181 1.06149 0.34857
27-JAN-1992 1.59262 1.94047 1.09891 0.34959
28-JAN-1992 1.62085 1.97279 1.17536 0.63651
29-JAN-1992 1.64189 2.04469 1.16999 0.86828
30-JAN-1992 1.54898 1.89260 1.12845 0.93444
31-JAN-1992 1.45184 1.78560 1.08379 0.95173
01-FEB-1992 1.34232 1.74682 0.98574 0.79693
02-FEB-1992 1.31144 1.78253 0.96071 0.46066
03-FEB-1992 1.38376 1.92826 0.95949 0.17887
04-FEB-1992 1.38559 1.86453 0.89979 -0.24271
05-FEB-1992 1.36065 1.71874 0.83981 -0.29863
06-FEB-1992 1.34651 1.66199 0.79021 0.06379
07-FEB-1992 1.42685 1.59859 0.88740 0.18602
08-FEB-1992 1.48837 1.74600 0.97779 0.27383
09-FEB-1992 1.49746 1.85555 1.02136 0.57598
10-FEB-1992 1.56775 1.91139 1.08151 0.71175
11-FEB-1992 1.58004 1.94223 1.07033 0.77903
12-FEB-1992 1.56612 2.07761 0.96473 0.62101
13-FEB-1992 1.60270 2.18153 0.91918 0.46323
14-FEB-1992 1.70459 2.24409 0.96853 0.27835
15-FEB-1992 1.68135 2.26891 0.95042 0.10004
16-FEB-1992 1.70992 2.25942 0.98013 0.15529
17-FEB-1992 1.81701 2.27533 1.03891 0.29830
18-FEB-1992 1.83686 2.39330 1.02801 0.26529
19-FEB-1992 1.73401 2.31510 0.96440 0.24615
20-FEB-1992 1.64375 2.18087 0.92013 0.33348
21-FEB-1992 1.59924 2.12240 0.90168 0.48908
22-FEB-1992 1.62070 2.27130 0.88740 0.67711
23-FEB-1992 1.66314 2.25760 0.94760 0.69081
24-FEB-1992 1.74918 2.17008 1.05023 0.62858
25-FEB-1992 1.69381 2.02139 1.03161 0.66986
26-FEB-1992 1.61622 1.99601 0.96527 0.79347
27-FEB-1992 1.50735 1.87379 0.89358 0.88097
28-FEB-1992 1.39195 1.85660 0.82635 0.77919
29-FEB-1992 1.26923 1.91283 0.78840 0.78206
01-MAR-1992 1.22972 1.87132 0.72508 0.66163
02-MAR-1992 1.25631 1.88440 0.70379 0.65615
03-MAR-1992 1.25381 1.97422 0.65449 0.72852
04-MAR-1992 1.26331 1.99699 0.65060 0.74561
05-MAR-1992 1.29328 1.96054 0.71813 0.67776
06-MAR-1992 1.34326 1.94239 0.71735 0.61531
07-MAR-1992 1.29416 1.80122 0.65528 0.64427
08-MAR-1992 1.24052 1.75683 0.56774 0.77985
09-MAR-1992 1.22727 1.82725 0.53975 0.85948
10-MAR-1992 1.29996 1.88664 0.66766 0.87344
11-MAR-1992 1.31686 1.85167 0.77424 0.94682
12-MAR-1992 1.24353 1.80137 0.81040 1.00181
13-MAR-1992 1.20435 1.75912 0.85665 1.02362
14-MAR-1992 1.19486 1.75146 0.81171 1.18308
15-MAR-1992 1.17021 1.61757 0.77342 1.29573
16-MAR-1992 1.21322 1.61266 0.79753 1.25791
17-MAR-1992 1.16546 1.66780 0.80661 1.17279
18-MAR-1992 1.15887 1.70812 0.85105 1.14828
19-MAR-1992 1.18636 1.64161 0.91034 1.18581
20-MAR-1992 1.23314 1.63952 0.93565 1.24914
21-MAR-1992 1.16475 1.58908 0.89091 1.25422
22-MAR-1992 1.12350 1.58813 0.81750 1.52942
23-MAR-1992 1.14485 1.47676 0.89606 1.65271
24-MAR-1992 1.06995 1.35469 0.87259 1.63247
25-MAR-1992 1.04250 1.51287 0.85239 1.59786
26-MAR-1992 1.15411 1.74910 0.90691 1.69181
27-MAR-1992 1.27747 1.76406 0.97136 1.66969
28-MAR-1992 1.36624 1.69826 1.01130 1.61474
29-MAR-1992 1.37051 1.57861 1.07230 1.74669
30-MAR-1992 1.34563 1.47867 1.15192 2.01007
31-MAR-1992 1.33736 1.55320 1.17242 2.18062
01-APR-1992 1.29498 1.55478 1.09836 2.11362
02-APR-1992 1.24900 1.54117 1.10523 2.07624
03-APR-1992 1.21725 1.48840 1.15410 1.87734
04-APR-1992 1.10245 1.31263 1.12044 1.88211
05-APR-1992 1.15021 1.40063 1.12444 1.92775
06-APR-1992 1.16235 1.46409 1.09936 2.01236
07-APR-1992 1.26750 1.46490 1.06446 1.97940
08-APR-1992 1.39365 1.54509 1.07916 1.95634
09-APR-1992 1.33018 1.58840 1.08770 2.01304
10-APR-1992 1.35020 1.61644 1.18593 1.94759
11-APR-1992 1.32753 1.63481 1.24817 1.93373
12-APR-1992 1.29286 1.64672 1.26183 1.90775
13-APR-1992 1.27940 1.72051 1.18316 1.99416
14-APR-1992 1.30954 1.70165 1.13353 1.88283
15-APR-1992 1.30727 1.74591 1.16688 1.61825
16-APR-1992 1.22695 1.52587 1.20171 1.63028
17-APR-1992 1.13170 1.32673 1.16868 1.80186
18-APR-1992 1.07979 1.34571 1.11181 1.98424
19-APR-1992 1.05684 1.36163 1.08347 1.96695
20-APR-1992 0.96808 1.15441 1.07910 1.85898
21-APR-1992 0.95192 1.10937 1.06626 1.80534
22-APR-1992 0.96528 1.23185 1.06907 1.77976
23-APR-1992 1.05393 1.21741 1.14268 1.82490
24-APR-1992 1.10434 1.26015 1.23408 1.68497
25-APR-1992 1.08839 1.18188 1.21841 1.48771
26-APR-1992 1.04579 1.23285 1.04802 1.32408
27-APR-1992 1.14854 1.41303 1.06750 1.42013
28-APR-1992 1.19624 1.48932 1.09061 1.65705
29-APR-1992 1.23685 1.41042 1.15061 1.86250
30-APR-1992 1.19019 1.25478 1.29712 1.80646
01-MAY-1992 1.07628 1.19411 1.31689 1.74388
02-MAY-1992 1.03024 1.15299 1.33901 1.80852
03-MAY-1992 1.04755 1.09212 1.38542 1.94290
04-MAY-1992 1.14218 1.15442 1.47356 2.05716
05-MAY-1992 1.20853 1.16150 1.55609 2.23889
06-MAY-1992 1.23053 1.14231 1.59973 2.28571
07-MAY-1992 1.12085 1.13995 1.52569 2.35910
08-MAY-1992 1.05894 0.99724 1.49640 2.36361
09-MAY-1992 1.02810 0.90114 1.38785 2.31875
10-MAY-1992 0.95050 0.87309 1.21280 2.23279
11-MAY-1992 0.96624 0.94806 1.15302 2.00761
12-MAY-1992 1.01583 1.00576 1.10302 1.80819
13-MAY-1992 1.00287 0.97615 1.08773 1.62640
14-MAY-1992 1.01662 0.97977 1.15472 1.59069
15-MAY-1992 1.01019 0.99771 1.14452 1.58123
16-MAY-1992 0.99753 1.04846 1.06520 1.50841
17-MAY-1992 1.18421 1.66526 1.05972 1.59309
18-MAY-1992 1.19121 1.69387 1.03483 1.46407
19-MAY-1992 1.14206 1.49253 1.01077 1.31471
20-MAY-1992 1.08841 1.28810 1.04049 1.62473
21-MAY-1992 1.02857 1.35542 1.09566 1.75378
22-MAY-1992 1.02744 1.43662 1.12875 1.89911
23-MAY-1992 0.99924 1.32315 1.12978 2.09187
24-MAY-1992 0.99398 1.29030 1.15925 2.11492
25-MAY-1992 1.02343 1.32083 1.22210 2.05186
26-MAY-1992 1.13745 1.45869 1.36301 2.02565
27-MAY-1992 1.12072 1.32628 1.40956 1.83233
28-MAY-1992 1.08292 1.06675 1.41390 1.58292
29-MAY-1992 1.03172 1.00435 1.34490 1.58270
30-MAY-1992 0.91874 0.90546 1.14810 1.23234
31-MAY-1992 0.81723 0.82093 0.94430 0.85326
01-JUN-1992 0.81104 0.83724 0.81889 0.78518
02-JUN-1992 0.78129 0.76002 0.74183 0.86213
03-JUN-1992 0.69642 0.68855 0.69457 0.88906
04-JUN-1992 0.62062 0.57587 0.64203 0.79833
05-JUN-1992 0.71765 0.67131 0.68682 0.58946
06-JUN-1992 0.76653 0.68182 0.73199 0.55227
07-JUN-1992 0.68235 0.59683 0.70646 0.50752
08-JUN-1992 0.66518 0.38446 0.75917 0.54631
09-JUN-1992 0.61120 0.28841 0.77743 0.49805
10-JUN-1992 0.57149 0.17266 0.81134 0.53405
11-JUN-1992 0.56948 0.16534 0.86622 0.62018
12-JUN-1992 0.61240 0.30622 0.89016 0.78773
13-JUN-1992 0.68627 0.54208 0.85098 0.83364
14-JUN-1992 0.75224 0.65621 0.79980 0.88151
15-JUN-1992 0.74348 0.67830 0.79158 0.95888
16-JUN-1992 0.71945 0.61919 0.84714 1.00647
17-JUN-1992 0.64479 0.57813 0.89253 1.04665
18-JUN-1992 0.64273 0.49547 0.98146 1.09036
19-JUN-1992 0.59118 0.30257 0.98809 1.08227
20-JUN-1992 0.51227 0.20798 0.92175 0.99642
21-JUN-1992 0.55046 0.44748 0.74792 0.83849
22-JUN-1992 0.66089 0.79064 0.62221 0.72055
23-JUN-1992 0.61530 0.77334 0.49818 0.69158
24-JUN-1992 0.61004 0.85314 0.48356 0.55948
25-JUN-1992 0.56150 0.77515 0.46397 0.30891
26-JUN-1992 0.44832 0.47522 0.37515 0.11008
27-JUN-1992 0.25123 0.15054 0.21339 0.00552
28-JUN-1992 0.15603 0.18180 0.12781 -0.10977
29-JUN-1992 0.14509 0.17938 0.04547 -0.34364
30-JUN-1992 0.21056 0.15848 0.03315 -0.61773
01-JUL-1992 0.19799 0.24576 -0.06804 -0.75679
02-JUL-1992 0.33183 0.32763 -0.01111 -0.75001
03-JUL-1992 0.45067 0.46659 0.07197 -0.61676
04-JUL-1992 0.48677 0.47368 0.16591 -0.46016
05-JUL-1992 0.48970 0.29707 0.23719 -0.40312
06-JUL-1992 0.44542 0.26576 0.26595 -0.47309
07-JUL-1992 0.46093 0.49194 0.27185 -0.50824
08-JUL-1992 0.53243 0.71210 0.28536 -0.46996
09-JUL-1992 0.58627 0.65564 0.30137 -0.15859
10-JUL-1992 0.63709 0.61479 0.34994 0.18709
11-JUL-1992 0.60802 0.55906 0.33286 0.24786
12-JUL-1992 0.55470 0.54629 0.29676 0.21164
13-JUL-1992 0.43328 0.52700 0.23743 0.08677
14-JUL-1992 0.29902 0.27819 0.13053 -0.09384
15-JUL-1992 0.14415 0.14060 -0.06352 -0.53138
16-JUL-1992 0.16823 0.12824 -0.15044 -0.65726
17-JUL-1992 0.13775 0.07527 -0.26422 -0.77991
18-JUL-1992 0.19694 0.29826 -0.29684 -0.94497
19-JUL-1992 0.28326 0.47457 -0.27167 -0.97012
20-JUL-1992 0.24817 0.57399 -0.29698 -0.85013
21-JUL-1992 0.33143 0.66781 -0.18757 -0.65124
22-JUL-1992 0.33785 0.60427 -0.17235 -0.56318
23-JUL-1992 0.26772 0.40646 -0.22331 -0.50348
24-JUL-1992 0.14982 0.29148 -0.27405 -0.42639
25-JUL-1992 0.12260 0.21563 -0.28712 -0.41604
26-JUL-1992 0.08087 0.12733 -0.33755 -0.37654
27-JUL-1992 0.07587 0.27087 -0.34221 -0.24879
28-JUL-1992 0.10361 0.33745 -0.31600 -0.13074
29-JUL-1992 0.09755 0.51115 -0.39036 -0.13412
30-JUL-1992 -0.01059 0.45434 -0.54393 -0.12470
31-JUL-1992 -0.12923 0.31465 -0.70008 -0.12972
01-AUG-1992 -0.20562 0.12604 -0.82027 -0.32424
02-AUG-1992 -0.24020 0.02981 -0.88096 -0.48857
03-AUG-1992 -0.22080 0.00838 -0.85622 -0.58038
04-AUG-1992 -0.18399 0.11758 -0.82050 -0.56697
05-AUG-1992 -0.15938 0.08794 -0.75974 -0.54239
06-AUG-1992 -0.13651 -0.01311 -0.69984 -0.53819
07-AUG-1992 -0.05809 0.14342 -0.57206 -0.54750
08-AUG-1992 0.01282 0.18715 -0.36856 -0.50291
09-AUG-1992 -0.02358 -0.09181 -0.10206 -0.41071
10-AUG-1992 -0.01859 -0.04380 0.03841 -0.34903
11-AUG-1992 0.04525 -0.03845 0.14532 -0.24649
12-AUG-1992 0.03227 0.02782 0.19209 0.13524
13-AUG-1992 0.03621 0.06676 0.20556 0.28646
14-AUG-1992 0.05289 -0.00152 0.22175 0.31372
15-AUG-1992 0.04758 -0.05903 0.22849 0.26829
16-AUG-1992 -0.03842 -0.09664 0.14205 0.20900
17-AUG-1992 -0.10349 -0.27225 0.07899 0.12756
18-AUG-1992 -0.00626 -0.12110 -0.00239 0.04048
19-AUG-1992 0.06004 0.03767 -0.12096 0.02414
20-AUG-1992 0.08695 0.17510 -0.19978 -0.20171
21-AUG-1992 0.13113 0.27092 -0.18436 -0.33992
22-AUG-1992 0.08372 0.15123 -0.15722 -0.27680
23-AUG-1992 0.14800 0.34205 -0.13658 -0.27672
24-AUG-1992 0.17951 0.43072 -0.04462 -0.30329
25-AUG-1992 0.08554 0.18465 0.00468 -0.47930
26-AUG-1992 0.12073 0.30266 0.06968 -0.45341
27-AUG-1992 0.14378 0.30546 0.05845 -0.30721
28-AUG-1992 0.10724 0.19444 0.07743 -0.06994
29-AUG-1992 -0.00755 0.00836 0.01203 0.09400
30-AUG-1992 -0.08962 -0.08830 -0.08359 0.12241
31-AUG-1992 -0.22312 -0.17287 -0.21327 0.15729
01-SEP-1992 -0.28425 -0.28853 -0.29616 0.16731
02-SEP-1992 -0.31094 -0.35602 -0.34836 0.20982
03-SEP-1992 -0.34284 -0.55068 -0.32815 0.14115
04-SEP-1992 -0.39320 -0.66179 -0.36374 -0.08689
05-SEP-1992 -0.47900 -0.91175 -0.36030 -0.26546
06-SEP-1992 -0.39791 -0.87317 -0.35334 -0.40268
07-SEP-1992 -0.32811 -0.86257 -0.30618 -0.57090
08-SEP-1992 -0.21299 -0.77556 -0.25397 -0.62064
09-SEP-1992 -0.13113 -0.78405 -0.21822 -0.47544
10-SEP-1992 -0.10885 -0.74646 -0.14855 -0.47569
11-SEP-1992 -0.19136 -0.60175 -0.16582 -0.52725
12-SEP-1992 -0.10010 -0.33786 -0.13034 -0.47676
13-SEP-1992 -0.07007 -0.44303 -0.13930 -0.45108
14-SEP-1992 -0.08475 -0.47909 -0.20581 -0.38449
15-SEP-1992 -0.00099 -0.28795 -0.22481 -0.30177
16-SEP-1992 0.03566 -0.05142 -0.19226 -0.22929
17-SEP-1992 0.06898 0.06963 -0.14380 -0.24686
18-SEP-1992 0.15125 0.17166 -0.04218 -0.29438
19-SEP-1992 0.01453 0.08874 -0.00072 -0.31595
20-SEP-1992 -0.14086 -0.40809 0.00772 -0.21469
21-SEP-1992 -0.17217 -0.37833 -0.01769 -0.16922
22-SEP-1992 -0.20157 -0.41730 -0.08642 -0.05518
23-SEP-1992 -0.10008 -0.24502 -0.09402 -0.00008
24-SEP-1992 0.04761 -0.07734 -0.06656 0.04207
25-SEP-1992 0.03271 -0.04303 -0.07567 0.03940
26-SEP-1992 -0.01540 -0.13631 -0.06443 0.00083
27-SEP-1992 -0.00042 -0.16541 -0.04237 -0.04206
28-SEP-1992 0.01343 -0.12327 -0.00914 0.04435
29-SEP-1992 -0.03021 -0.08786 -0.01437 0.20169
30-SEP-1992 -0.13857 -0.21371 -0.09365 0.27475
01-OCT-1992 -0.12084 -0.20938 -0.05687 0.30706
02-OCT-1992 -0.11546 -0.29212 0.00710 0.33221
03-OCT-1992 -0.08006 -0.29396 0.05551 0.33041
04-OCT-1992 -0.10932 -0.29514 0.03428 0.33085
05-OCT-1992 -0.02211 -0.04122 0.01813 0.32926
06-OCT-1992 -0.08176 -0.10499 -0.08668 0.36831
07-OCT-1992 -0.23075 -0.21462 -0.20863 0.36129
08-OCT-1992 -0.31538 -0.40780 -0.27348 0.03358
09-OCT-1992 -0.40674 -0.70007 -0.35149 -0.03065
10-OCT-1992 -0.37371 -0.42556 -0.38539 -0.06579
11-OCT-1992 -0.36206 -0.24023 -0.44130 -0.07315
12-OCT-1992 -0.45207 -0.27520 -0.49039 -0.14336
13-OCT-1992 -0.53724 -0.45278 -0.50982 -0.18910
14-OCT-1992 -0.52093 -0.50687 -0.48038 -0.25913
15-OCT-1992 -0.44181 -0.44043 -0.44679 -0.24929
16-OCT-1992 -0.34226 -0.28548 -0.41520 -0.05421
17-OCT-1992 -0.36858 -0.26669 -0.44083 -0.00707
18-OCT-1992 -0.44975 -0.43335 -0.42807 -0.00374
19-OCT-1992 -0.49653 -0.36665 -0.47788 -0.06647
20-OCT-1992 -0.67605 -0.68696 -0.51003 -0.01878
21-OCT-1992 -0.74349 -0.98749 -0.50943 -0.03226
22-OCT-1992 -0.80333 -0.95277 -0.52137 0.02733
23-OCT-1992 -0.80813 -0.92406 -0.49020 0.08984
24-OCT-1992 -0.71870 -0.85083 -0.45227 0.22346
25-OCT-1992 -0.58243 -0.73478 -0.38767 0.29271
26-OCT-1992 -0.48057 -0.60495 -0.35136 0.28923
27-OCT-1992 -0.49282 -0.63973 -0.41458 0.26815
28-OCT-1992 -0.51252 -0.55324 -0.51364 0.24500
29-OCT-1992 -0.47354 -0.66731 -0.47988 0.22948
30-OCT-1992 -0.52196 -0.85410 -0.46719 0.18586
31-OCT-1992 -0.64930 -0.92414 -0.52122 0.15298
01-NOV-1992 -0.80082 -0.90737 -0.62464 0.01176
02-NOV-1992 -0.73334 -0.86863 -0.47603 -0.12130
03-NOV-1992 -0.48976 -0.83053 -0.24523 -0.32601
04-NOV-1992 -0.08420 -0.26766 -0.02526 -0.41042
05-NOV-1992 0.11759 0.41409 0.04162 -0.41980
06-NOV-1992 0.05387 0.24709 0.08992 -0.47316
07-NOV-1992 0.07815 0.33470 0.19852 -0.42141
08-NOV-1992 0.08667 0.36229 0.22587 -0.49859
09-NOV-1992 0.13188 0.36889 0.18399 -0.51998
10-NOV-1992 0.07661 0.25178 0.04262 -0.34712
11-NOV-1992 -0.03725 0.18268 -0.11480 -0.34898
12-NOV-1992 -0.07032 0.13619 -0.11081 -0.21806
13-NOV-1992 -0.07973 -0.06615 -0.04750 -0.22231
14-NOV-1992 -0.10985 -0.22282 -0.07821 -0.25736
15-NOV-1992 -0.06919 -0.16695 -0.10366 -0.24991
16-NOV-1992 -0.03053 0.09033 -0.03059 -0.25960
17-NOV-1992 -0.08158 0.02804 0.00549 -0.37991
18-NOV-1992 -0.11824 0.11167 -0.12845 -0.45181
19-NOV-1992 -0.11930 0.35664 -0.30211 -0.47233
20-NOV-1992 0.02423 0.56773 -0.32147 -0.43410
21-NOV-1992 0.21782 0.91738 -0.30109 -0.41402
22-NOV-1992 0.34580 1.17924 -0.23754 -0.18657
23-NOV-1992 0.31400 1.03310 -0.10876 -0.03000
24-NOV-1992 0.31837 1.03290 -0.04356 -0.04666
25-NOV-1992 0.35454 1.05044 -0.10763 0.02731
26-NOV-1992 0.38777 0.99576 -0.11483 0.00130
27-NOV-1992 0.45770 1.04592 -0.07980 -0.11130
28-NOV-1992 0.45798 1.21184 -0.02709 -0.02091
29-NOV-1992 0.27453 1.01596 -0.04719 0.19669
30-NOV-1992 0.12106 0.77930 -0.15955 0.05443
01-DEC-1992 0.11109 0.63543 -0.21476 0.00413
02-DEC-1992 0.21368 0.87874 -0.21075 -0.08513
03-DEC-1992 0.23793 0.53320 -0.12760 -0.20471
04-DEC-1992 0.27595 0.25304 -0.06330 -0.19278
05-DEC-1992 0.32376 0.33953 0.01793 -0.15367
06-DEC-1992 0.32878 0.31051 0.12059 -0.19280
07-DEC-1992 0.32650 0.40954 0.20904 -0.42961
08-DEC-1992 0.36596 0.20355 0.33711 -0.61928
09-DEC-1992 0.37793 0.10479 0.40623 -0.44395
10-DEC-1992 0.39836 0.12199 0.42388 -0.39775
11-DEC-1992 0.46657 0.10539 0.37593 -0.45362
12-DEC-1992 0.48909 0.09057 0.30501 -0.64414
13-DEC-1992 0.44924 0.11561 0.20313 -0.82100
14-DEC-1992 0.29238 0.08042 -0.00749 -0.85341
15-DEC-1992 0.30105 0.29243 -0.13723 -0.86423
16-DEC-1992 0.49963 0.64056 -0.09899 -1.07392
17-DEC-1992 0.52569 0.59835 -0.09329 -0.86497
18-DEC-1992 0.37229 0.22890 -0.13864 -0.80683
19-DEC-1992 0.32777 0.50945 -0.28915 -0.86622
20-DEC-1992 0.27339 0.62094 -0.38918 -0.78846
21-DEC-1992 0.22683 0.35165 -0.38068 -0.57549
22-DEC-1992 0.09401 0.17815 -0.46116 -0.45247
23-DEC-1992 0.09797 0.35703 -0.40994 -0.43795
24-DEC-1992 0.09705 0.55126 -0.36160 -0.51136
25-DEC-1992 0.03341 0.44454 -0.37788 -0.47336
26-DEC-1992 -0.04938 0.17351 -0.45706 -0.45528
27-DEC-1992 -0.00517 0.32070 -0.47655 -0.39143
28-DEC-1992 -0.01843 0.32893 -0.48760 -0.35361
29-DEC-1992 -0.02562 0.38042 -0.49439 -0.35988
30-DEC-1992 -0.08901 0.17827 -0.47192 -0.22517
31-DEC-1992 -0.14136 -0.08263 -0.35789 -0.08875
01-JAN-1993 -0.21514 -0.28407 -0.27572 -0.07091
02-JAN-1993 -0.16803 -0.21885 -0.17509 -0.27674
03-JAN-1993 -0.12673 -0.21468 -0.04794 -0.46207
04-JAN-1993 -0.00313 -0.05303 0.07958 -0.37337
05-JAN-1993 -0.04568 -0.24341 0.11022 -0.30126
06-JAN-1993 -0.02445 -0.50878 0.13138 -0.26904
07-JAN-1993 -0.11207 -0.73081 0.07683 -0.17658
08-JAN-1993 -0.06747 -0.47251 0.06559 -0.06960
09-JAN-1993 0.03694 -0.15916 0.07051 -0.27093
10-JAN-1993 0.12178 0.14045 -0.00396 -0.37102
11-JAN-1993 0.19722 0.26445 0.02007 -0.43729
12-JAN-1993 0.33138 0.38171 0.11700 -0.39850
13-JAN-1993 0.45009 0.44262 0.23547 -0.21571
14-JAN-1993 0.46419 0.56832 0.19057 -0.15057
15-JAN-1993 0.47111 0.62031 0.16780 -0.25674
16-JAN-1993 0.38563 0.52651 0.14483 -0.22853
17-JAN-1993 0.32633 0.48189 0.10238 -0.23509
18-JAN-1993 0.16534 0.25490 -0.03523 -0.28952
19-JAN-1993 0.05190 0.13606 -0.19648 -0.32098
20-JAN-1993 0.07672 0.43268 -0.31683 -0.46107
21-JAN-1993 0.06169 0.60025 -0.43612 -0.32151
22-JAN-1993 0.04078 0.57252 -0.46961 -0.24193
23-JAN-1993 0.09037 0.52596 -0.38770 -0.20193
