dia anom34 anom4 anom3 anom12
01-JAN-1982 0.13253 -0.44579 0.35861 -0.40614
02-JAN-1982 0.31989 -0.23949 0.42949 -0.68272
03-JAN-1982 0.38658 -0.00467 0.40478 -0.61780
04-JAN-1982 0.30465 -0.08680 0.30553 -0.40477
05-JAN-1982 0.16962 -0.14339 0.24974 0.35390
06-JAN-1982 0.06681 -0.17537 0.26375 0.63927
07-JAN-1982 0.01959 -0.26791 0.25857 0.61298
08-JAN-1982 -0.05439 -0.46064 0.26270 0.43632
09-JAN-1982 -0.21741 -0.51421 0.21834 0.30466
10-JAN-1982 -0.17198 -0.50861 0.19543 0.10087
11-JAN-1982 -0.11026 -0.43695 0.16158 -0.09821
12-JAN-1982 -0.19540 -0.44147 0.06258 -0.36019
13-JAN-1982 -0.15091 -0.54599 0.07088 -0.37941
14-JAN-1982 -0.18619 -0.68400 0.08791 -0.22613
15-JAN-1982 -0.27081 -0.66605 0.11989 -0.11096
16-JAN-1982 -0.25675 -0.56024 0.10675 -0.06989
17-JAN-1982 -0.16834 -0.57435 0.03876 -0.34574
18-JAN-1982 -0.13757 -0.60215 -0.00692 -0.68263
19-JAN-1982 0.01493 0.05577 -0.10230 -0.88290
20-JAN-1982 0.07986 0.30839 -0.15420 -0.95402
21-JAN-1982 0.13460 0.41861 -0.18825 -0.95358
22-JAN-1982 0.16534 0.49347 -0.19706 -1.05051
23-JAN-1982 0.28815 0.64484 -0.09014 -0.86187
24-JAN-1982 0.31905 0.67438 0.04691 -0.49356
25-JAN-1982 0.19775 0.40320 0.13473 -0.24968
26-JAN-1982 0.16749 0.19567 0.23636 -0.06446
27-JAN-1982 0.14920 0.15817 0.25612 0.27028
28-JAN-1982 0.14633 0.21661 0.22584 0.17910
29-JAN-1982 0.06837 0.14381 0.11343 -0.15227
30-JAN-1982 0.02297 0.11679 -0.00096 -0.39366
31-JAN-1982 0.00386 0.12239 -0.07333 -0.39504
01-FEB-1982 0.00893 -0.05123 0.00422 -0.07773
02-FEB-1982 -0.05930 -0.44184 0.05013 0.08664
03-FEB-1982 -0.04408 -0.31447 0.10328 -0.00389
04-FEB-1982 -0.07548 -0.24317 0.06869 -0.16263
05-FEB-1982 -0.10635 -0.25309 0.06201 -0.18057
06-FEB-1982 -0.20946 -0.32173 0.03906 -0.19944
07-FEB-1982 -0.23194 -0.22502 -0.06262 -0.20737
08-FEB-1982 -0.25898 -0.23407 -0.12448 -0.58730
09-FEB-1982 -0.22306 -0.20115 -0.05499 -0.58763
10-FEB-1982 -0.28690 -0.20803 -0.10173 -0.35120
11-FEB-1982 -0.37892 -0.32907 -0.15971 -0.46566
12-FEB-1982 -0.46716 -0.60382 -0.20811 -0.45782
13-FEB-1982 -0.59762 -0.79384 -0.17373 -0.48577
14-FEB-1982 -0.65873 -0.89359 -0.18466 -0.65645
15-FEB-1982 -0.40996 -0.38043 -0.16460 -0.60352
16-FEB-1982 -0.32560 -0.13531 -0.22929 -0.72300
17-FEB-1982 -0.25548 0.00383 -0.26706 -0.68329
18-FEB-1982 -0.15330 -0.02685 -0.15205 -0.88892
19-FEB-1982 -0.16701 -0.34807 -0.03929 -0.92588
20-FEB-1982 -0.24614 -0.39498 -0.13232 -0.80380
21-FEB-1982 -0.28962 -0.52296 -0.20997 -0.79879
22-FEB-1982 -0.31432 -0.59762 -0.25248 -0.88501
23-FEB-1982 -0.27772 -0.45294 -0.32824 -0.89503
24-FEB-1982 -0.31679 -0.34924 -0.37004 -0.96323
25-FEB-1982 -0.38592 -0.40049 -0.33719 -0.90583
26-FEB-1982 -0.32203 -0.33422 -0.25205 -0.92453
27-FEB-1982 -0.29991 -0.18816 -0.23168 -0.97738
28-FEB-1982 -0.33266 -0.16145 -0.27046 -0.75656
01-MAR-1982 -0.39746 -0.16251 -0.27353 -0.52628
02-MAR-1982 -0.44860 -0.23501 -0.25858 -0.56370
03-MAR-1982 -0.17567 0.10654 -0.05714 -0.91850
04-MAR-1982 0.04801 0.25789 0.05315 -1.33730
05-MAR-1982 0.07522 0.26777 0.08178 -1.34039
06-MAR-1982 -0.04173 -0.02138 0.12497 -1.21334
07-MAR-1982 -0.27990 -0.50904 -0.05547 -0.86217
08-MAR-1982 -0.35901 -0.33799 -0.32201 -0.87287
09-MAR-1982 -0.36143 -0.28652 -0.46135 -1.16750
10-MAR-1982 -0.37496 -0.38263 -0.41914 -1.61746
11-MAR-1982 -0.42422 -0.42994 -0.41191 -1.54849
12-MAR-1982 -0.39009 -0.39542 -0.46561 -1.46814
13-MAR-1982 -0.31033 -0.29446 -0.53325 -1.51761
14-MAR-1982 -0.29052 -0.27142 -0.51166 -1.46357
15-MAR-1982 -0.24091 -0.12726 -0.41016 -1.28394
16-MAR-1982 -0.24546 -0.10711 -0.24519 -1.12395
17-MAR-1982 -0.17299 -0.13690 -0.07605 -1.17604
18-MAR-1982 -0.11981 -0.11277 -0.08570 -1.18942
19-MAR-1982 -0.06250 0.05333 -0.14629 -1.19070
20-MAR-1982 0.08224 0.18894 -0.09028 -1.21098
21-MAR-1982 0.17603 0.28482 -0.02687 -1.36806
22-MAR-1982 0.20569 0.50232 -0.04197 -1.47490
23-MAR-1982 0.20846 0.74370 -0.09324 -1.36041
24-MAR-1982 0.23563 0.65900 -0.08853 -0.99094
25-MAR-1982 0.27208 0.45467 0.04370 -0.87583
26-MAR-1982 0.20968 0.28966 0.05917 -0.98438
27-MAR-1982 0.09209 0.27240 -0.00903 -1.08323
28-MAR-1982 -0.04913 0.24956 -0.07436 -1.25040
29-MAR-1982 -0.20561 -0.18920 -0.10551 -1.21197
30-MAR-1982 -0.33619 -0.41558 -0.14320 -1.28944
31-MAR-1982 -0.31256 -0.31838 -0.09667 -1.38513
01-APR-1982 -0.12262 -0.28586 0.07712 -1.49543
02-APR-1982 -0.01208 -0.28804 0.15553 -1.63067
03-APR-1982 -0.00848 -0.40437 0.21319 -1.51968
04-APR-1982 -0.03706 -0.44396 0.10616 -1.33621
05-APR-1982 -0.00589 -0.46867 0.08446 -1.08794
06-APR-1982 0.22667 -0.05348 0.23378 -1.01464
07-APR-1982 0.37729 0.22838 0.37460 -0.97233
08-APR-1982 0.37120 0.37434 0.33847 -0.90800
09-APR-1982 0.40372 0.49962 0.44021 -0.83645
10-APR-1982 0.30940 0.30113 0.37346 -0.70620
11-APR-1982 0.09782 0.18731 0.20521 -0.74167
12-APR-1982 -0.08597 -0.04517 0.05631 -0.81212
13-APR-1982 -0.16215 -0.26032 -0.05303 -0.95030
14-APR-1982 -0.12198 -0.03537 -0.08395 -1.16025
15-APR-1982 -0.04914 -0.00632 0.00185 -1.38624
16-APR-1982 0.03328 0.09185 0.01189 -1.53164
17-APR-1982 0.07226 0.10348 -0.00424 -1.24907
18-APR-1982 0.09522 0.30357 0.00376 -1.02728
19-APR-1982 0.21341 0.62148 0.06645 -0.89785
20-APR-1982 0.25892 0.58985 0.13435 -0.94331
21-APR-1982 0.25961 0.48541 0.21483 -1.02168
22-APR-1982 0.27343 0.42232 0.22323 -1.03047
23-APR-1982 0.29357 0.43743 0.18152 -1.03551
24-APR-1982 0.41997 0.63673 0.15729 -1.15975
25-APR-1982 0.53466 0.77107 0.03557 -1.19528
26-APR-1982 0.49511 0.56661 0.07826 -0.84629
27-APR-1982 0.24975 -0.06932 0.12880 -0.64292
28-APR-1982 0.03273 -0.14707 0.09835 -0.74739
29-APR-1982 0.03310 0.04521 0.18188 -0.79776
30-APR-1982 0.15067 0.14564 0.32563 -0.77440
01-MAY-1982 0.17706 0.09751 0.36250 -0.50589
02-MAY-1982 0.16419 0.16125 0.34169 -0.39438
03-MAY-1982 0.19055 0.48509 0.27614 -0.40938
04-MAY-1982 0.24376 0.70718 0.18438 -0.48530
05-MAY-1982 0.34347 0.67349 0.28730 -0.55923
06-MAY-1982 0.49931 0.50466 0.45055 -0.65294
07-MAY-1982 0.59572 0.37528 0.53191 -0.74877
08-MAY-1982 0.53658 0.35953 0.52166 -0.59227
09-MAY-1982 0.40647 0.37726 0.47212 -0.47795
10-MAY-1982 0.24289 0.14290 0.39689 -0.52722
11-MAY-1982 0.06392 -0.30436 0.19967 -0.61981
12-MAY-1982 0.03531 -0.37695 0.14439 -0.67053
13-MAY-1982 0.10560 -0.29812 0.33025 -0.57990
14-MAY-1982 0.28908 0.15640 0.52100 -0.47669
15-MAY-1982 0.49081 0.51569 0.62244 -0.48830
16-MAY-1982 0.67581 0.62393 0.66268 -0.60101
17-MAY-1982 0.87644 0.84573 0.77400 -0.64403
18-MAY-1982 0.92168 0.85627 0.82016 -0.58506
19-MAY-1982 0.87069 0.89841 0.92698 -0.40700
20-MAY-1982 0.89177 1.16050 0.96289 -0.26256
21-MAY-1982 0.93757 1.24481 0.92693 -0.21121
22-MAY-1982 1.03607 1.13793 0.91466 -0.18746
23-MAY-1982 1.15185 1.37397 0.90985 -0.28904
24-MAY-1982 1.06160 1.30859 0.86780 -0.37392
25-MAY-1982 0.89852 1.19986 0.84641 -0.30756
26-MAY-1982 0.86542 1.13928 0.86035 -0.21101
27-MAY-1982 0.84366 1.04889 0.87114 -0.09536
28-MAY-1982 0.82942 1.02612 0.87894 -0.04491
29-MAY-1982 0.81072 0.99466 0.86839 -0.05631
30-MAY-1982 0.79773 0.97705 0.84474 -0.05891
31-MAY-1982 0.79233 0.97121 0.82326 -0.02337
01-JUN-1982 0.88034 1.06509 0.87694 -0.12534
02-JUN-1982 0.98953 1.08759 0.86904 -0.01257
03-JUN-1982 1.14248 1.41313 0.88825 -0.11195
04-JUN-1982 1.13097 1.45946 0.80019 -0.40908
05-JUN-1982 1.01581 1.43890 0.79507 -0.26911
06-JUN-1982 0.98513 1.39763 0.78195 -0.22805
07-JUN-1982 0.99178 1.12544 0.76689 -0.23166
08-JUN-1982 0.87305 0.88155 0.67407 -0.23993
09-JUN-1982 0.70163 0.77775 0.65094 -0.32793
10-JUN-1982 0.61893 0.66686 0.73373 -0.27163
11-JUN-1982 0.70255 0.67330 0.87328 -0.05341
12-JUN-1982 0.75482 0.87765 0.89673 0.04085
13-JUN-1982 0.80315 0.92500 0.83191 0.02751
14-JUN-1982 0.83296 0.84829 0.77931 0.06560
15-JUN-1982 0.68029 0.51980 0.71745 0.09406
16-JUN-1982 0.53220 0.56088 0.57949 0.19084
17-JUN-1982 0.49745 0.58045 0.54204 0.19416
18-JUN-1982 0.47479 0.44847 0.54801 -0.08360
19-JUN-1982 0.46724 0.29568 0.56044 -0.16517
20-JUN-1982 0.67438 0.54107 0.65172 -0.08670
21-JUN-1982 0.95969 1.12994 0.68017 -0.25199
22-JUN-1982 0.98712 1.39461 0.65293 -0.30355
23-JUN-1982 0.92907 1.16857 0.68628 -0.24342
24-JUN-1982 0.90100 1.03767 0.69234 -0.25047
25-JUN-1982 0.96995 0.95530 0.75245 -0.29473
26-JUN-1982 0.89247 0.68568 0.71131 -0.32863
27-JUN-1982 0.89703 0.76454 0.60999 -0.42863
28-JUN-1982 0.88666 1.19329 0.32377 -0.30367
29-JUN-1982 0.95447 1.33430 0.29001 -0.05122
30-JUN-1982 0.98322 1.45582 0.24531 0.02992
01-JUL-1982 0.95836 1.58286 0.16370 0.11650
02-JUL-1982 0.82573 1.48208 0.06157 0.14087
03-JUL-1982 0.49249 0.86268 -0.08314 0.32463
04-JUL-1982 0.16286 0.25524 -0.05646 0.61521
05-JUL-1982 0.00167 -0.02191 0.06123 0.74906
06-JUL-1982 0.07431 0.05974 0.18601 0.84308
07-JUL-1982 0.18892 0.35591 0.26866 0.88187
08-JUL-1982 0.13458 0.43035 0.14095 0.92269
09-JUL-1982 0.07482 0.38927 0.09704 0.78954
10-JUL-1982 0.13689 0.37099 0.13719 0.69310
11-JUL-1982 0.12183 0.13278 0.20617 0.64444
12-JUL-1982 0.09273 0.09492 0.20867 0.65193
13-JUL-1982 0.10573 0.05765 0.27406 0.66392
14-JUL-1982 0.06756 -0.13056 0.39958 0.45204
15-JUL-1982 0.24360 -0.05481 0.64476 0.04166
16-JUL-1982 0.44333 0.19132 0.79555 -0.04853
17-JUL-1982 0.52206 0.14806 0.88132 -0.30486
18-JUL-1982 0.51686 0.09239 0.85717 -0.35191
19-JUL-1982 0.51054 0.32973 0.82920 -0.25525
20-JUL-1982 0.59970 0.53963 0.82353 -0.10156
21-JUL-1982 0.82745 0.72545 0.88158 -0.13003
22-JUL-1982 0.91837 0.96121 0.81920 -0.17722
23-JUL-1982 0.93112 1.01316 0.78976 -0.11540
24-JUL-1982 0.83089 0.90306 0.68461 -0.05032
25-JUL-1982 0.73893 0.76102 0.58435 0.01814
26-JUL-1982 0.66727 0.56228 0.63737 0.06465
27-JUL-1982 0.57443 0.32424 0.58537 0.16151
28-JUL-1982 0.43626 0.12068 0.48855 0.22595
29-JUL-1982 0.35291 0.22547 0.41092 0.21393
30-JUL-1982 0.30301 0.60553 0.30681 0.13030
31-JUL-1982 0.31480 0.47990 0.32161 0.20116
01-AUG-1982 0.46603 0.50500 0.35897 0.45160
02-AUG-1982 0.71275 0.67797 0.56933 0.75228
03-AUG-1982 0.90691 0.76417 0.80975 0.65812
04-AUG-1982 0.94784 0.77784 0.85272 0.53147
05-AUG-1982 0.87818 0.70956 0.87552 0.51402
06-AUG-1982 0.77985 0.52181 0.90056 0.53855
07-AUG-1982 0.68780 0.43514 0.83524 0.70770
08-AUG-1982 0.68351 0.61957 0.76227 0.67851
09-AUG-1982 0.81349 0.82738 0.72816 0.77181
10-AUG-1982 0.88106 0.86807 0.76039 0.96078
11-AUG-1982 1.04661 1.18691 0.81274 1.20991
12-AUG-1982 1.20527 1.15335 0.94059 1.27360
13-AUG-1982 1.32831 1.12472 1.04864 1.20438
14-AUG-1982 1.49072 1.34281 1.15183 1.11960
15-AUG-1982 1.41775 1.36843 1.15868 1.05861
16-AUG-1982 1.48493 1.71175 1.15139 1.06758
17-AUG-1982 1.41354 1.84752 1.01550 1.14746
18-AUG-1982 1.14883 1.62021 0.85323 1.05596
19-AUG-1982 1.04909 1.41257 0.81978 0.99115
20-AUG-1982 1.18148 1.45083 0.96586 1.01539
21-AUG-1982 1.18732 1.39730 1.00597 0.94062
22-AUG-1982 1.10723 1.13958 1.02974 0.95692
23-AUG-1982 0.88622 0.66929 1.04865 0.94262
24-AUG-1982 0.76502 0.40474 1.05708 0.97318
25-AUG-1982 0.70751 0.29244 1.08376 0.83484
26-AUG-1982 0.69298 0.47803 1.06240 0.80590
27-AUG-1982 0.82789 0.81511 1.05068 0.80922
28-AUG-1982 0.93862 0.79065 1.01654 0.85185
29-AUG-1982 0.96880 0.71812 1.03363 0.75958
30-AUG-1982 0.97152 0.68611 1.04311 0.63661
31-AUG-1982 0.78843 0.33309 1.03292 0.79978
01-SEP-1982 0.56553 -0.12852 0.99538 0.92314
02-SEP-1982 0.46862 0.00411 0.88736 0.93157
03-SEP-1982 0.36800 0.15898 0.78873 1.03261
04-SEP-1982 0.35601 0.23061 0.79781 1.38028
05-SEP-1982 0.53308 0.36285 0.97328 1.64619
06-SEP-1982 0.73799 0.48052 1.18571 1.61487
07-SEP-1982 1.03881 0.84791 1.34599 1.45214
08-SEP-1982 1.19558 0.97176 1.47069 1.44674
09-SEP-1982 1.22795 0.76494 1.53090 1.39090
10-SEP-1982 1.25126 0.95110 1.51869 1.56654
11-SEP-1982 1.24126 1.15365 1.46240 1.59546
12-SEP-1982 1.11870 1.13284 1.35056 1.50326
13-SEP-1982 1.07454 1.04172 1.29927 1.45970
14-SEP-1982 1.06439 0.85756 1.33259 1.47284
15-SEP-1982 1.24513 0.90024 1.51614 1.40187
16-SEP-1982 1.43020 1.01084 1.61894 1.32935
17-SEP-1982 1.69259 1.25476 1.73301 1.15403
18-SEP-1982 1.86989 1.51141 1.83361 1.16793
19-SEP-1982 1.94351 1.97071 1.77017 1.22823
20-SEP-1982 1.80493 1.92313 1.71400 1.31980
21-SEP-1982 1.66392 1.77895 1.75904 1.27409
22-SEP-1982 1.59161 1.62060 1.81091 1.29924
23-SEP-1982 1.63438 1.45362 1.90486 1.30497
24-SEP-1982 1.64394 1.42202 1.92689 1.34567
25-SEP-1982 1.61957 1.42578 1.88375 1.45000
26-SEP-1982 1.87437 1.48796 2.15631 1.55995
27-SEP-1982 1.82850 1.44264 2.25427 1.55996
28-SEP-1982 1.79869 1.44897 2.24146 1.50815
29-SEP-1982 2.07093 1.91960 2.31417 1.59298
30-SEP-1982 2.11667 1.98242 2.32629 1.61731
01-OCT-1982 2.10774 1.94553 2.37995 1.60141
02-OCT-1982 1.97791 1.79165 2.34049 1.61173
03-OCT-1982 1.97387 1.72242 2.35945 1.51450
04-OCT-1982 2.04486 1.95392 2.39970 1.40001
05-OCT-1982 2.10895 2.46766 2.33195 1.42243
06-OCT-1982 2.11385 2.35186 2.24001 1.32524
07-OCT-1982 2.06114 1.80976 2.26319 1.46565
08-OCT-1982 2.09128 1.85754 2.25163 1.59729
09-OCT-1982 2.06837 1.95412 2.21570 1.56776
10-OCT-1982 1.96585 2.00282 2.09877 1.53022
11-OCT-1982 1.91044 2.05552 2.00849 1.47005
12-OCT-1982 1.79982 1.92211 1.77592 1.57243
13-OCT-1982 1.81013 1.82804 1.72772 1.73074
14-OCT-1982 1.85476 1.76615 1.77866 1.70766
15-OCT-1982 1.88149 1.81243 1.83164 1.73197
16-OCT-1982 2.10764 2.37135 2.03411 1.95369
17-OCT-1982 2.10395 2.28953 2.13460 1.96838
18-OCT-1982 2.13292 2.01486 2.30854 1.88162
19-OCT-1982 2.10824 1.86619 2.36657 1.74162
20-OCT-1982 1.91841 1.63795 2.30739 1.74453
21-OCT-1982 1.81188 1.54928 2.16876 1.90824
22-OCT-1982 1.79512 1.61513 2.13099 2.14133
23-OCT-1982 1.80969 1.65098 2.13417 2.20606
24-OCT-1982 1.76399 1.59109 2.10941 2.10808
25-OCT-1982 1.74471 1.67021 2.05396 2.10253
26-OCT-1982 1.74241 1.70789 2.00378 2.15756
27-OCT-1982 1.75328 1.69153 2.01545 2.15650
28-OCT-1982 1.75177 1.82564 2.08898 2.05088
29-OCT-1982 1.69578 1.80558 2.06170 2.11436
30-OCT-1982 1.73477 1.81559 2.06444 2.14600
31-OCT-1982 1.68590 1.67846 1.99997 2.31807
01-NOV-1982 1.62466 1.50646 1.96401 2.53871
02-NOV-1982 1.73792 1.82907 2.04760 2.61948
03-NOV-1982 1.73451 1.73919 2.13083 2.75607
04-NOV-1982 1.74787 1.74202 2.19133 2.73598
05-NOV-1982 1.79576 1.68465 2.20699 2.53321
06-NOV-1982 1.82637 1.89241 2.19008 2.55600
07-NOV-1982 1.87467 2.10441 2.18322 2.64420
08-NOV-1982 2.00032 2.24321 2.21832 2.68542
09-NOV-1982 2.18989 2.06248 2.34044 2.58954
10-NOV-1982 2.10841 1.81749 2.36354 2.69597
11-NOV-1982 2.05103 1.75733 2.42267 2.87289
12-NOV-1982 2.04089 1.97290 2.40262 2.98325
13-NOV-1982 1.99098 1.86650 2.31981 2.91071
14-NOV-1982 1.98472 1.79130 2.27298 2.82120
15-NOV-1982 1.98955 1.71375 2.33534 2.84183
16-NOV-1982 1.94354 1.60426 2.36307 2.88530
17-NOV-1982 1.87211 1.40522 2.29234 2.92281
18-NOV-1982 1.70615 0.97368 2.24444 2.95112
19-NOV-1982 1.66767 0.96403 2.36022 2.93554
20-NOV-1982 1.86257 1.53735 2.43148 2.94469
21-NOV-1982 2.08338 1.73488 2.62145 2.84343
22-NOV-1982 2.28432 1.62351 2.80058 2.74038
23-NOV-1982 2.43372 1.59884 2.91869 2.83251
24-NOV-1982 2.42012 1.53151 2.92869 2.94878
25-NOV-1982 2.47346 1.48862 2.92247 3.02321
26-NOV-1982 2.41432 1.43897 2.93684 3.37850
27-NOV-1982 2.04469 1.34841 2.60704 3.29892
28-NOV-1982 1.95759 1.32534 2.51891 3.08400
29-NOV-1982 1.87621 1.31551 2.43920 2.94447
30-NOV-1982 1.89529 1.37473 2.53874 2.84009
01-DEC-1982 1.92761 1.43266 2.62596 3.14711
02-DEC-1982 2.07930 1.58702 2.69578 3.29782
03-DEC-1982 2.01269 1.54384 2.54038 3.22553
04-DEC-1982 1.97106 1.40627 2.51088 3.07928
05-DEC-1982 1.93560 1.29651 2.51074 3.13027
06-DEC-1982 2.08201 1.51124 2.60700 3.05832
07-DEC-1982 2.10590 1.61004 2.64334 2.86028
08-DEC-1982 2.18298 1.63074 2.72623 2.72817
09-DEC-1982 2.23080 1.65340 2.87760 2.93350
10-DEC-1982 2.20461 1.82583 2.78723 3.14273
11-DEC-1982 2.18881 1.97423 2.73304 3.28310
12-DEC-1982 2.14399 1.92004 2.78375 3.26783
13-DEC-1982 2.26974 1.75784 2.96652 3.16589
14-DEC-1982 2.22013 1.61524 2.88514 2.81437
15-DEC-1982 2.27976 1.55258 2.90755 2.64435
16-DEC-1982 2.46644 1.73488 2.98671 2.47718
17-DEC-1982 2.54775 1.70979 3.05031 2.52539
18-DEC-1982 2.60005 1.73289 3.07020 2.63018
19-DEC-1982 2.64419 1.81982 3.07101 2.81342
20-DEC-1982 2.63100 1.89869 3.12953 2.90717
21-DEC-1982 2.67491 1.86049 3.12750 3.01930
22-DEC-1982 2.60910 1.62804 3.15174 3.27084
23-DEC-1982 2.55524 1.60155 3.14786 3.28091
24-DEC-1982 2.57997 1.96276 3.10478 3.39486
25-DEC-1982 2.60977 2.09465 3.01810 3.33983
26-DEC-1982 2.76452 2.16452 3.09750 3.05450
27-DEC-1982 2.74556 2.04380 3.17658 2.53459
28-DEC-1982 2.69644 1.91303 3.33593 2.44571
29-DEC-1982 2.67224 1.93533 3.31336 2.62702
30-DEC-1982 2.61397 1.81643 3.18725 2.57715
31-DEC-1982 2.55542 1.79512 3.06985 2.59003
01-JAN-1983 2.30701 1.62078 2.87986 2.59289
02-JAN-1983 2.31121 1.74760 2.85252 2.85211
03-JAN-1983 2.26460 1.68551 2.85055 2.93341
04-JAN-1983 2.15545 1.55506 2.82260 2.84058
05-JAN-1983 2.10400 1.42372 2.81129 2.85596
06-JAN-1983 2.23518 1.44286 2.90388 2.69589
07-JAN-1983 2.27195 1.41399 2.89708 2.37898
08-JAN-1983 2.33697 1.43279 2.79615 2.26113
09-JAN-1983 2.40364 1.55733 2.75733 2.12667
10-JAN-1983 2.41593 1.64179 2.71673 2.05479
11-JAN-1983 2.26863 1.58327 2.64824 2.02119
12-JAN-1983 2.12424 1.45131 2.63700 2.43780
13-JAN-1983 2.16310 1.50547 2.65993 2.49169
14-JAN-1983 2.23150 1.59209 2.66204 2.47700
15-JAN-1983 2.14653 1.57674 2.63059 2.34253
16-JAN-1983 2.04520 1.41004 2.63849 2.38471
17-JAN-1983 2.06208 1.36686 2.67251 2.51390
18-JAN-1983 2.06597 1.40630 2.64326 2.54425
19-JAN-1983 2.07489 1.51164 2.66114 2.44161
20-JAN-1983 2.09141 1.56769 2.73473 2.36819
21-JAN-1983 2.09382 1.50637 2.77259 2.39574
22-JAN-1983 2.03441 1.39213 2.73483 2.30752
23-JAN-1983 2.06069 1.55538 2.74208 2.29765
24-JAN-1983 2.12242 1.80646 2.77574 2.30191
25-JAN-1983 2.12811 1.88832 2.80674 2.21035
26-JAN-1983 2.21370 1.88166 2.79572 2.16953
27-JAN-1983 2.19536 1.84501 2.81935 2.43377
28-JAN-1983 2.28560 1.75669 2.88445 2.37791
29-JAN-1983 2.20180 1.71890 2.66818 2.40551
30-JAN-1983 2.06366 1.67603 2.49778 2.55135
31-JAN-1983 1.96317 1.50194 2.42860 2.60093
01-FEB-1983 1.84860 1.38057 2.29348 2.37166
02-FEB-1983 1.80249 1.23884 2.16719 2.21934
03-FEB-1983 1.93675 1.64935 2.23898 2.23308
04-FEB-1983 2.23397 1.77665 2.49598 2.14600
05-FEB-1983 2.43712 1.85986 2.65494 2.06383
06-FEB-1983 2.32132 1.71563 2.68964 2.18910
07-FEB-1983 2.23398 1.68709 2.64208 2.28244
08-FEB-1983 2.15932 1.69614 2.54928 2.32673
09-FEB-1983 2.10193 1.76260 2.40350 2.27886
10-FEB-1983 1.97493 1.79964 2.19125 2.30882
11-FEB-1983 1.83740 1.74624 2.06951 2.23325
12-FEB-1983 1.69759 1.62413 1.92291 2.30798
13-FEB-1983 1.63402 1.45152 1.90294 2.36000
14-FEB-1983 1.67623 1.33021 1.95481 2.14734
15-FEB-1983 1.81806 1.41323 2.08613 1.86581
16-FEB-1983 1.75977 1.47102 2.04163 1.60220
17-FEB-1983 1.75540 1.67410 1.95521 1.36837
18-FEB-1983 1.66978 1.74290 1.79692 1.31950
19-FEB-1983 1.60360 1.80792 1.65511 1.21451
20-FEB-1983 1.54871 1.79819 1.58236 1.18464
21-FEB-1983 1.57903 1.82762 1.63463 1.06272
22-FEB-1983 1.56188 1.73450 1.67113 0.98934
23-FEB-1983 1.55280 1.72669 1.67053 1.28820
24-FEB-1983 1.54731 1.82646 1.64606 1.32479
25-FEB-1983 1.55291 1.99467 1.69419 1.41083
26-FEB-1983 1.64016 2.28448 1.84710 1.60834
27-FEB-1983 1.88162 2.46944 1.99611 1.78336
28-FEB-1983 1.86803 2.21541 2.02640 1.69644
01-MAR-1983 1.89907 2.11749 1.97225 1.57970
02-MAR-1983 1.83533 2.12006 1.78909 1.64449
03-MAR-1983 1.73523 1.90343 1.71079 1.82026
04-MAR-1983 1.68902 1.96098 1.59914 1.83867
05-MAR-1983 1.59404 1.87181 1.55253 2.02735
06-MAR-1983 1.54477 1.65178 1.52548 2.24665
07-MAR-1983 1.57880 1.51274 1.55979 2.31687
08-MAR-1983 1.51216 1.47766 1.55726 2.25240
09-MAR-1983 1.44637 1.69979 1.47600 2.17681
10-MAR-1983 1.43930 1.89309 1.42345 2.15848
11-MAR-1983 1.55720 2.19868 1.47599 2.03964
12-MAR-1983 1.52465 2.14528 1.45896 2.29459
13-MAR-1983 1.46566 1.97297 1.47173 2.31438
14-MAR-1983 1.50074 1.91198 1.51723 2.16159
15-MAR-1983 1.48722 1.75107 1.60680 2.22008
16-MAR-1983 1.34589 1.45869 1.55687 2.23774
17-MAR-1983 1.26188 1.32712 1.49611 2.08484
18-MAR-1983 1.21625 1.25510 1.49579 1.78614
19-MAR-1983 1.26998 1.20734 1.49000 1.72513
20-MAR-1983 1.27473 1.00755 1.47465 2.31770
21-MAR-1983 1.19234 0.78852 1.40475 2.38862
22-MAR-1983 1.09761 0.69740 1.31618 2.41261
23-MAR-1983 1.00251 0.65671 1.29970 2.38458
24-MAR-1983 1.00408 0.92827 1.29821 2.39691
25-MAR-1983 1.02435 0.95091 1.39400 2.41088
26-MAR-1983 1.02051 0.86231 1.31636 2.52395
27-MAR-1983 0.97075 0.74986 1.30220 2.25761
28-MAR-1983 0.93488 0.86869 1.27037 2.24366
29-MAR-1983 0.83409 1.11004 1.17315 2.24331
30-MAR-1983 0.75894 1.14350 1.02585 2.47127
31-MAR-1983 0.74812 1.13281 1.00342 2.35566
01-APR-1983 0.79732 0.99831 1.03943 2.08274
02-APR-1983 0.82977 0.74620 1.12869 2.17062
03-APR-1983 0.88688 0.77622 1.22246 2.28792
04-APR-1983 0.87226 0.65844 1.31007 2.34622
05-APR-1983 0.83995 0.49731 1.32307 2.28927
06-APR-1983 0.80414 0.41504 1.37766 2.38832
07-APR-1983 0.82347 0.56704 1.34482 2.49161
08-APR-1983 0.83245 0.67678 1.31126 2.48078
09-APR-1983 0.87267 0.67628 1.36556 2.51748
10-APR-1983 0.82629 0.48711 1.39619 2.42008
11-APR-1983 0.79081 0.39282 1.50717 2.49715
12-APR-1983 0.87410 0.62924 1.64195 2.73468
13-APR-1983 0.93702 0.71861 1.71819 2.96964
14-APR-1983 1.01466 0.78238 1.75722 3.05265
15-APR-1983 1.05338 0.82662 1.73491 3.05951
